Name,Team,Nat,Age,Pos,Height,Weight,Apps(Subs),Mins,Goals,Assists,Yel,Red,SpG,PS%,AerWon,MoM,Tackles,Inter,Fouls,OffW,Clear,DrbPast,Blocks,OwnG,KeyP,Drb,Fouled,Off,Disp,UnsT,AvgP,Crosses,LongB,ThrB,Rat,Season
Nathan Dyer,XXX3,eng,32,M(LR),165,60,7(3),549,1,1,1,-,1.2,76.6,0.5,-,0.6,0.4,0.2,-,0.3,0.8,-,-,0.6,0.4,1.3,0.1,1.6,1.5,17.5,0.1,0.3,-,6.39,2019_2020
Aldo Kalulu,XXX3,fr,24,"AM(LR),FW",166,66,7(4),468,-,1,2,-,0.4,66.9,0.2,-,0.8,0.6,0.9,0.1,0.1,1,-,-,0.5,0.5,0.3,0.4,0.6,1.5,10.7,0.3,0.3,-,6.31,2019_2020
Erwin Mulder,XXX3,nl,31,GK,193,88,5(1),451,-,-,-,-,-,68.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,2.5,-,6.26,2019_2020
Jordan Garrick,XXX3,eng,22,Midfielder,0,0,1(10),272,2,-,1,1,0.3,66.7,0.5,-,0.7,-,0.7,-,0.2,0.5,0.1,-,0.1,0.5,0.8,0.3,1,1.2,5.5,-,-,-,6.24,2019_2020
Kristoffer Peterson,XXX3,se,25,AM(CLR),185,79,4(3),356,-,-,-,-,1.4,70.2,0.7,-,0.3,0.1,1.3,-,0.1,1,0.1,-,0.7,2.3,0.9,0.1,3.1,1.4,17.3,0.4,0.3,-,6.21,2019_2020
Liam Cullen,XXX3,wls,21,Forward,0,0,0(6),36,1,-,-,-,0.2,80,0.2,-,0.2,-,0.5,-,0.2,-,-,-,-,-,-,0.2,-,0.3,1.7,0.2,-,-,6.18,2019_2020
Tom Carroll,XXX3,eng,28,M(CL),177,71,5(3),391,-,-,1,1,0.5,79.9,0.1,-,1.4,0.5,0.8,-,0.1,0.5,-,-,1,0.5,0.5,-,0.8,0.9,32.4,0.1,2.3,-,6.18,2019_2020
Declan John,XXX3,wls,25,"D(L),M(L)",173,64,0(1),18,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,6.05,2019_2020
André Ayew,XXX3,gh,30,"M(CLR),FW",176,72,45(1),4088,16,7,4,-,2.6,76.7,2.8,7,1.6,0.6,0.8,0.1,1.4,1,0.1,-,0.9,2.1,2.2,0.4,2,2.3,31.6,0.1,0.7,-,7.36,2018_2019
Matt Grimes,XXX3,eng,25,"D(L),DMC,M(L)",178,70,48,4320,-,7,6,-,0.7,82.5,1,5,2.8,1.5,0.8,-,1.3,1.1,0.5,-,1.6,0.8,1.2,-,0.7,0.6,62,1.1,4,-,7.13,2018_2019
Rhian Brewster,XXX3,eng,20,FW,180,75,21(1),1852,11,-,7,-,2.5,64.2,1.9,2,0.6,0.2,1.6,-,0.2,0.3,-,-,0.5,0.7,1.8,0.5,1,2.6,16.1,-,0.4,-,7.00,2018_2019
Joe Rodon,XXX3,wls,23,D(C),180,70,20(1),1793,-,1,2,-,0.4,81.9,3.5,-,1,1.6,0.6,0.3,5.4,0.4,1,-,0.1,-,0.7,-,0.1,0.4,49.3,-,2,-,6.90,2018_2019
Conor Gallagher,XXX3,eng,20,AM(C),182,0,21,1849,-,6,3,-,1.6,79.4,0.6,-,1.6,0.9,1.6,-,0.3,1.6,0.2,-,1.6,1,2.1,-,2,2.9,32.8,0.4,1.6,-,6.88,2018_2019
Marc Guehi,XXX3,eng,20,D(C),182,82,13(1),1177,-,-,1,-,0.3,84.7,3.4,1,1.1,1.9,0.4,0.9,4.1,0.4,0.8,-,0.1,0.5,1,-,0.1,0.4,57.3,-,3.4,-,6.83,2018_2019
Ben Cabango,XXX3,wls,20,D(C),0,0,20(3),1904,1,-,4,-,0.3,81,3,1,1,1.2,0.6,0.8,5.4,0.2,0.3,-,0.1,0.1,0.6,-,0.1,0.3,41.4,-,2.1,-,6.80,2018_2019
Mike van der Hoorn,XXX3,nl,28,D(C),190,82,29(1),2428,1,1,3,-,0.3,84,2.9,1,0.7,0.9,0.6,1.1,3.7,0.4,0.6,-,0.2,0.2,0.8,0.1,-,0.3,52.9,0.1,4.3,-,6.75,2018_2019
Jay Fulton,XXX3,sct,26,DMC,178,68,31(7),2585,3,3,10,-,0.8,77.5,1.1,-,2.1,1.2,1.5,-,1.1,0.8,0.4,-,0.5,0.3,0.4,0.1,0.4,0.5,24,0.1,0.9,-,6.73,2018_2019
Jake Bidwell,XXX3,eng,27,"D(CL),M(L)",183,70,38(1),3443,-,3,4,1,0.2,73.7,2.5,-,1.2,0.8,1.2,0.1,2.8,0.6,0.5,1,1.1,0.3,1,0.1,0.5,0.7,42.8,0.7,1.3,-,6.70,2018_2019
Ben Wilmot,XXX3,eng,20,D(C),188,80,16(5),1489,2,-,3,-,0.4,77.8,3.1,-,0.8,1.2,0.9,0.6,3.9,0.3,1,-,0.2,0.1,0.3,-,-,0.1,39.9,-,2.4,-,6.68,2018_2019
Bersant Celina,XXX3,xk,24,"AM(CLR),FW",177,60,28(8),2492,2,2,2,-,1.8,77.8,0.4,-,0.7,0.2,0.3,-,0.1,0.6,-,-,1.4,1.3,0.6,0.3,1,1.8,29.9,0.8,0.8,0.1,6.65,2018_2019
Kyle Naughton,XXX3,eng,31,"D(CLR),M(R)",180,73,29(4),2565,3,-,5,1,0.3,77.2,1.3,-,1.4,1.3,0.6,0.2,2.3,0.6,0.3,-,0.2,0.4,0.4,-,0.4,0.5,42.9,-,2.5,-,6.65,2018_2019
Freddie Woodman,XXX3,eng,23,GK,188,83,43,3870,-,-,1,-,-,69.6,0.2,2,-,-,-,-,0.6,-,-,-,-,-,0.1,-,-,-,28.6,-,6.6,-,6.63,2018_2019
Connor Roberts,XXX3,wls,25,"D(LR),M(R)",175,71,34(6),3109,1,4,3,-,0.8,80.9,0.9,2,1.2,1,0.5,0.1,2.1,0.3,0.3,-,0.8,0.3,1.7,0.1,0.5,0.4,40.8,0.2,1.6,-,6.63,2018_2019
Borja Bastón,XXX3,es,28,FW,186,83,15(5),1267,6,1,3,-,1.9,78.7,1.9,2,0.7,0.2,1.2,-,0.7,0.4,0.2,-,0.6,0.1,0.8,0.4,1.5,2.3,17.4,-,0.1,0.1,6.59,2018_2019
George Byers,XXX3,sct,24,M(C),180,73,22(13),2087,2,-,7,-,1.3,80,1.1,1,1.7,0.9,1,-,0.5,0.7,0.2,-,0.9,0.3,0.4,-,0.4,0.9,32.1,0.2,1.2,-,6.59,2018_2019
Yan Dhanda,XXX3,,21,AM(C),0,0,9(8),839,3,-,3,-,1,80.1,0.6,1,0.4,0.2,1.1,-,0.1,0.4,-,-,0.8,0.6,1.3,0.1,1,1.4,18.6,0.4,1.1,-,6.56,2018_2019
Wayne Routledge,XXX3,eng,35,"M(CLR),FW",170,64,10(11),955,4,3,1,-,0.6,65.4,0.9,-,0.8,0.3,0.8,-,0.3,0.5,-,-,1,0.7,0.9,0.5,1.5,1.8,17.3,0.2,0.7,-,6.52,2018_2019
Barrie McKay,XXX3,sct,25,AM(CLR),175,67,0(4),74,-,2,-,-,0.8,80.5,-,-,0.5,0.3,-,-,0.3,0.8,-,-,0.8,0.3,0.3,-,0.3,0.8,10.3,0.5,0.3,-,6.52,2018_2019
Sam Surridge,XXX3,eng,22,FW,191,77,7(13),775,4,-,-,-,1.3,60.7,1.5,-,0.1,0.1,0.6,-,0.4,0.6,0.1,-,0.4,0.4,0.8,0.4,0.7,1.2,7.3,0.1,0.1,0.1,6.43,2018_2019
Nathan Dyer,XXX3,eng,32,M(LR),165,60,7(3),549,1,1,1,-,1.2,76.6,0.5,-,0.6,0.4,0.2,-,0.3,0.8,-,-,0.6,0.4,1.3,0.1,1.6,1.5,17.5,0.1,0.3,-,6.39,2018_2019
Aldo Kalulu,XXX3,fr,24,"AM(LR),FW",166,66,7(4),468,-,1,2,-,0.4,66.9,0.2,-,0.8,0.6,0.9,0.1,0.1,1,-,-,0.5,0.5,0.3,0.4,0.6,1.5,10.7,0.3,0.3,-,6.31,2018_2019
Erwin Mulder,XXX3,nl,31,GK,193,88,5(1),451,-,-,-,-,-,68.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,2.5,-,6.26,2018_2019
Jordan Garrick,XXX3,eng,22,Midfielder,0,0,1(10),272,2,-,1,1,0.3,66.7,0.5,-,0.7,-,0.7,-,0.2,0.5,0.1,-,0.1,0.5,0.8,0.3,1,1.2,5.5,-,-,-,6.24,2018_2019
Kristoffer Peterson,XXX3,se,25,AM(CLR),185,79,4(3),356,-,-,-,-,1.4,70.2,0.7,-,0.3,0.1,1.3,-,0.1,1,0.1,-,0.7,2.3,0.9,0.1,3.1,1.4,17.3,0.4,0.3,-,6.21,2018_2019
Liam Cullen,XXX3,wls,21,Forward,0,0,0(6),36,1,-,-,-,0.2,80,0.2,-,0.2,-,0.5,-,0.2,-,-,-,-,-,-,0.2,-,0.3,1.7,0.2,-,-,6.18,2018_2019
Tom Carroll,XXX3,eng,28,M(CL),177,71,5(3),391,-,-,1,1,0.5,79.9,0.1,-,1.4,0.5,0.8,-,0.1,0.5,-,-,1,0.5,0.5,-,0.8,0.9,32.4,0.1,2.3,-,6.18,2018_2019
Declan John,XXX3,wls,25,"D(L),M(L)",173,64,0(1),18,-,-,-,-,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,-,-,-,6.05,2018_2019
Jordan Ayew,XXX3,gh,29,"AM(CLR),FW",182,80,33(3),2859,7,2,2,1,1.8,82.6,1.4,6,2.3,0.7,1.8,-,0.5,1.1,0.1,-,0.4,2.1,2.4,0.2,2.9,3,23.2,0.1,0.5,-,6.91,2017_2018
Mike van der Hoorn,XXX3,nl,28,D(C),190,82,24,1952,1,-,4,-,0.4,76.3,2.4,-,1.3,1.6,0.9,0.7,5.1,0.3,0.6,-,0.2,0.4,0.8,-,0.2,0.3,35.8,0.1,3.1,-,6.89,2017_2018
Lukasz Fabianski,XXX3,pl,35,GK,190,83,38,3420,-,-,-,-,-,53.4,0.4,3,-,-,-,-,0.7,-,-,-,-,-,0.1,-,-,-,29.3,-,8.9,-,6.89,2017_2018
Kyle Naughton,XXX3,eng,31,"D(CLR),M(R)",180,73,34,3033,-,2,1,-,0.4,74.8,2,-,2.7,1.8,0.9,0.1,3,1.4,0.4,1,0.4,0.7,0.7,-,0.8,0.7,48.2,0.3,2.1,-,6.84,2017_2018
Alfie Mawson,XXX3,eng,26,D(C),189,90,38,3420,2,1,3,-,0.5,81.1,3.2,-,0.8,0.9,0.5,0.6,5.8,0.3,0.8,-,0.1,0.6,0.3,-,0.4,0.3,45.9,-,5,-,6.81,2017_2018
Federico Fernández,XXX3,ar,31,D(C),190,83,30,2677,1,1,5,-,0.3,82.3,2.4,1,1.3,1.3,1,0.8,6.6,0.3,0.9,1,0.2,-,0.7,0.1,0.1,0.2,40.3,-,3.1,-,6.76,2017_2018
Leroy Fer,XXX3,nl,30,M(CL),188,79,15(5),1399,1,1,5,-,0.6,81,2.1,-,2.2,0.6,1.4,-,1.2,0.9,0.2,-,0.5,1.3,1.3,0.1,1,1.4,31.6,0.1,2.2,0.1,6.67,2017_2018
André Ayew,XXX3,gh,30,"M(CLR),FW",176,72,10(2),951,-,2,3,-,1.1,80.5,2.4,-,1.3,0.4,1.5,0.1,0.7,0.9,0.1,-,1,0.8,1.6,0.3,2.1,1.7,25.3,0.1,0.7,0.2,6.64,2017_2018
Kyle Bartley,XXX3,eng,29,D(C),185,70,2(3),234,-,-,2,-,0.4,80.9,2.8,-,0.6,0.8,1,0.4,4.2,-,1.2,-,0.4,-,0.2,-,0.2,-,23,-,1.4,-,6.61,2017_2018
Ki Sung-Yueng,XXX3,kr,31,DMC,189,75,21(4),1870,2,2,2,-,0.8,88,0.2,1,1,1.3,0.4,-,0.8,0.5,-,-,0.8,0.3,0.7,-,0.3,0.5,33.4,0.8,2.5,-,6.61,2017_2018
Sam Clucas,XXX3,eng,30,"D(L),M(CL)",178,75,23(6),2045,3,1,2,-,0.7,83.6,1.3,-,1.2,1,0.3,-,1,0.7,0.2,-,0.5,0.2,0.5,0.1,0.8,0.8,27.1,0.4,1.1,-,6.53,2017_2018
Tom Carroll,XXX3,eng,28,M(CL),177,71,28(9),2570,-,4,3,-,0.5,82.6,0.3,-,1.4,0.8,0.6,0.1,0.4,1.1,0.2,-,1.2,0.4,0.5,-,0.6,1,39,1.1,2.2,0.1,6.52,2017_2018
Wilfried Bony,XXX3,ci,31,FW,182,88,8(7),705,2,-,2,-,1.3,63,2.9,1,0.3,0.1,0.5,-,1,0.3,0.1,-,0.3,0.7,0.7,0.1,1.1,1.6,13.9,-,0.2,-,6.49,2017_2018
Renato Sanches,XXX3,pt,23,M(CR),176,70,9(3),704,-,-,1,-,1,83.6,0.2,-,1,0.6,0.7,-,0.3,1,0.1,-,0.5,2.1,1.7,-,2.1,0.9,31.6,0.4,1.4,-,6.47,2017_2018
Andy King,XXX3,wls,32,M(C),184,79,9(2),719,2,-,1,-,0.7,84,0.5,-,1.6,0.5,0.4,-,1.3,0.8,-,-,0.4,0.1,0.5,-,0.3,0.2,31.8,0.2,1.6,-,6.41,2017_2018
Tammy Abraham,XXX3,eng,23,FW,190,80,15(16),1721,5,1,-,-,1.4,67.7,1.3,2,0.3,-,0.5,-,0.4,0.4,-,-,0.4,0.9,0.9,0.3,1.6,1.6,9.7,0.1,0.2,0.1,6.41,2017_2018
Connor Roberts,XXX3,wls,25,"D(LR),M(R)",175,71,3(1),268,-,-,-,-,-,80,0.8,-,1.5,0.8,-,-,1.5,-,-,-,-,-,1.8,-,-,-,33.8,-,1.3,-,6.36,2017_2018
Martin Olsson,XXX3,se,32,"D(L),M(L)",178,81,36,3154,-,1,7,-,0.5,73.5,1.3,-,0.9,0.9,0.8,0.1,1.9,0.5,0.1,-,0.4,0.3,0.7,0.1,0.7,1.3,31.8,0.6,1.3,-,6.32,2017_2018
Luciano Narsingh,XXX3,nl,30,"AM(LR),FW",178,69,5(13),619,1,-,-,-,0.5,80.9,0.1,-,0.4,0.2,0.2,-,0.2,0.3,-,-,0.6,0.9,0.6,0.2,0.8,1,10.8,0.2,0.2,-,6.32,2017_2018
Roque Mesa,XXX3,es,31,DMC,172,74,9(2),758,-,-,3,-,0.6,86.4,0.2,-,1.8,1.2,1.3,-,0.5,2.5,-,-,0.5,0.5,0.9,-,0.4,0.6,44.2,0.1,2.5,-,6.28,2017_2018
Nathan Dyer,XXX3,eng,32,M(LR),165,60,16(8),1313,-,-,2,-,0.4,81.1,0.2,-,0.9,0.5,0.7,-,0.1,0.8,-,-,0.4,1,0.8,-,1.2,1.7,21.3,0.2,0.2,-,6.28,2017_2018
Leon Britton,XXX3,eng,38,M(C),168,64,4(1),305,-,-,1,-,-,92.7,-,-,1.2,0.2,1.4,-,0.2,0.6,0.2,-,-,-,0.2,-,0.6,0.4,27.4,-,0.4,-,6.26,2017_2018
Oliver McBurnie,XXX3,sct,24,"AM(CL),FW",188,79,2(9),269,-,1,-,-,0.5,68.7,2,-,0.4,-,0.4,-,0.3,0.2,-,-,0.1,0.1,0.4,-,0.6,1.1,9,-,-,-,6.26,2017_2018
Angel Rangel,XXX3,es,37,D(R),188,84,2(2),155,-,-,-,-,-,87.4,0.3,-,1,0.8,0.3,-,0.8,0.5,-,-,0.3,-,-,-,0.3,1,23.8,0.3,0.5,-,6.16,2017_2018
Wayne Routledge,XXX3,eng,35,"M(CLR),FW",170,64,4(11),423,-,-,1,-,0.3,68.8,0.3,-,0.7,0.1,0.6,-,0.3,0.4,-,-,0.4,0.4,-,-,0.5,0.5,10.7,0.3,0.1,-,6.12,2017_2018
Jay Fulton,XXX3,sct,26,DMC,178,68,0(2),17,-,-,1,-,-,62.5,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,0.5,4,-,-,-,5.97,2017_2018
Gylfi Sigurdsson,XXX3,is,31,"M(CLR),FW",186,79,37(1),3329,9,13,2,-,3.1,77,0.2,4,1.2,0.9,0.5,-,0.6,0.8,0.1,-,2.1,0.8,0.9,-,1.1,2.1,27.4,2.3,0.9,0.1,7.25,2016_2017
Alfie Mawson,XXX3,eng,26,D(C),189,90,27,2430,4,-,1,-,0.9,82.9,3.1,2,1,1.1,0.4,0.6,6.2,0.6,1,2,0.1,0.7,0.7,-,0.1,0.3,45.1,-,6,-,6.99,2016_2017
Fernando Llorente,XXX3,es,35,FW,193,90,28(5),2454,15,1,2,-,1.6,66.4,4.7,4,0.5,0.1,1.5,-,1.1,0.5,0.1,-,0.8,0.3,0.9,0.4,1.6,1.9,27.3,0.1,0.5,-,6.98,2016_2017
Kyle Naughton,XXX3,eng,31,"D(CLR),M(R)",180,73,31,2718,1,-,5,-,0.6,77.4,2.1,1,2.5,1.3,0.8,0.3,3.7,1.5,0.5,1,0.7,0.8,0.7,-,1,0.6,44.9,0.7,2.9,-,6.93,2016_2017
Federico Fernández,XXX3,ar,31,D(C),190,83,27,2430,-,2,7,-,0.6,81.7,2.6,-,1.6,1.8,1,1,6.9,0.9,0.7,-,0.1,0.1,0.6,-,0.1,0.2,42,-,3.7,-,6.85,2016_2017
Leroy Fer,XXX3,nl,30,M(CL),188,79,27(7),2405,6,2,9,-,1.1,82.2,2.2,1,1.6,0.7,1.4,-,1.4,1,0.2,-,0.5,1.1,1.5,-,1.4,0.9,36.1,0.1,2.8,0.1,6.84,2016_2017
Tom Carroll,XXX3,eng,28,M(CL),177,71,16(1),1390,1,2,1,-,0.5,81.4,0.3,1,1.8,1.2,0.8,-,0.5,1.1,0.2,-,0.9,0.7,0.5,-,1.3,1.1,46.8,0.7,3.2,-,6.76,2016_2017
Martin Olsson,XXX3,se,32,"D(L),M(L)",178,81,14(1),1253,2,-,2,-,0.6,77.4,1.4,-,0.7,0.7,0.8,0.5,3.3,0.2,0.3,-,0.5,0.6,1.6,-,0.8,0.6,33.1,0.8,2.3,-,6.75,2016_2017
Lukasz Fabianski,XXX3,pl,35,GK,190,83,37,3330,-,-,1,-,-,59.5,0.4,2,0.1,-,-,-,0.5,0.1,-,-,-,-,0.1,-,-,-,25.1,-,9,-,6.70,2016_2017
Jordan Ayew,XXX3,gh,29,"AM(CLR),FW",182,80,9(5),865,1,3,1,-,0.9,83.8,0.5,-,1,0.5,1.3,-,0.4,0.8,-,-,0.4,1.5,1.6,0.4,2.4,2.2,17.1,0.4,0.3,-,6.67,2016_2017
Jack Cork,XXX3,eng,31,DMC,183,70,25(5),2233,-,-,7,-,0.6,83.5,1.2,-,2,1.9,0.8,-,1.6,1.5,0.3,2,0.4,0.8,1.1,-,1.3,0.9,42.9,0.1,2.5,-,6.60,2016_2017
Angel Rangel,XXX3,es,37,D(R),188,84,8(10),823,1,-,1,-,0.3,84.9,0.7,-,1.8,1.4,0.6,0.2,1.7,0.6,0.1,-,0.4,0.2,0.4,0.1,0.1,0.4,30.2,0.2,2.1,0.1,6.58,2016_2017
Jordi Amat,XXX3,es,28,"D(C),DMC",184,78,15(2),1408,-,-,5,-,0.4,85.7,1.4,-,2.1,1.7,1.5,0.8,6.4,0.6,0.9,-,0.1,0.3,0.3,-,0.1,0.1,38.7,-,4.1,-,6.58,2016_2017
Modou Barrow,XXX3,gm,28,"AM(LR),FW",176,63,12(6),1149,-,2,1,-,0.8,75.3,0.3,-,1.3,0.3,0.8,-,0.4,0.8,-,-,1.2,1.3,2,0.6,1.5,1.7,16.6,1,0.1,-,6.56,2016_2017
Jay Fulton,XXX3,sct,26,DMC,178,68,9(2),694,-,-,2,-,0.3,82.1,1.5,-,2.8,0.6,1,-,1.4,0.9,0.4,-,0.3,0.1,1,-,0.8,0.5,29.5,-,1.3,0.1,6.56,2016_2017
Mike van der Hoorn,XXX3,nl,28,D(C),190,82,7(1),661,1,-,1,-,0.5,77.2,3,1,1.1,2.3,1.5,0.5,6.9,1.1,0.9,-,-,-,1.1,-,0.1,0.1,40.6,-,5.1,-,6.55,2016_2017
Neil Taylor,XXX3,wls,31,"D(L),M(L)",176,64,11,922,-,-,1,-,0.4,73.1,0.6,-,2,2.3,1.2,0.3,1.8,0.9,0.3,-,0.2,0.3,0.4,-,0.6,0.8,32.8,0.8,0.7,-,6.45,2016_2017
Leon Britton,XXX3,eng,38,M(C),168,64,16,1176,-,-,3,-,-,89.4,0.4,-,1.4,1.3,0.4,-,1.2,1.1,0.3,-,0.1,0.4,0.6,-,0.6,0.3,45.3,-,1.3,-,6.43,2016_2017
Jefferson Montero,XXX3,ec,31,M(L),173,70,2(11),375,-,1,-,-,0.3,64.9,0.1,-,0.5,0.1,0.1,-,0.2,0.4,-,-,0.8,1.6,0.7,0.2,0.8,0.5,7.2,0.7,0.2,-,6.42,2016_2017
Wayne Routledge,XXX3,eng,35,"M(CLR),FW",170,64,24(3),1930,3,1,1,-,0.7,64.8,0.4,-,0.8,0.5,1,-,0.7,0.8,-,-,0.9,0.9,0.5,0.3,1.4,1.9,20.7,0.9,0.8,-,6.40,2016_2017
Ki Sung-Yueng,XXX3,kr,31,DMC,189,75,13(10),1287,-,1,3,-,0.4,89.5,0.3,-,1.1,0.9,0.8,-,0.8,0.4,0.1,-,0.5,0.3,0.9,-,0.7,0.4,29.8,0.1,2.2,-,6.36,2016_2017
Stephen Kingsley,XXX3,sct,26,"D(L),M(L)",178,67,12(1),1037,-,-,-,-,0.3,77.6,0.5,-,0.9,0.6,0.2,0.1,1.8,0.2,0.3,-,0.3,0.5,0.5,-,0.4,0.5,33.4,0.8,1.5,-,6.35,2016_2017
Luciano Narsingh,XXX3,nl,30,"AM(LR),FW",178,69,3(10),411,-,3,-,-,0.2,87.8,0.2,-,0.2,0.2,0.2,-,0.1,0.5,-,-,0.5,0.9,0.7,0.1,0.6,0.7,9.5,0.2,0.1,-,6.33,2016_2017
Kristoffer Nordfeldt,XXX3,se,31,GK,190,85,1,90,-,-,-,-,-,81.8,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,22,-,3,-,6.29,2016_2017
Nathan Dyer,XXX3,eng,32,M(LR),165,60,3(5),212,-,1,-,-,0.4,87.3,0.1,-,0.4,0.4,0.5,-,0.1,0.4,-,-,0.4,0.6,0.9,-,1,0.6,12.8,0.3,0.1,-,6.15,2016_2017
Borja Bastón,XXX3,es,28,FW,186,83,4(14),549,1,-,-,-,0.8,79.6,0.4,-,0.3,0.2,0.2,-,0.3,0.8,0.1,-,0.3,0.2,0.5,0.2,0.8,0.8,10.1,0.1,0.1,-,6.11,2016_2017
Oliver McBurnie,XXX3,sct,24,"AM(CL),FW",188,79,0(5),78,-,-,-,-,0.4,78.8,0.6,-,0.2,-,0.2,-,-,0.4,-,-,0.4,-,-,-,0.4,-,6.6,0.2,0.2,-,6.01,2016_2017
Ashley Williams,XXX3,wls,36,D(C),183,77,36,3240,2,1,8,-,0.4,85,2,5,1.9,2.8,0.8,0.6,8.7,0.4,1.2,-,0.3,0.2,0.4,0.1,0.2,0.3,52.3,-,4.9,-,7.19,2015_2016
Jack Cork,XXX3,eng,31,DMC,183,70,28(7),2545,1,2,3,-,0.5,83.8,1.7,1,2.2,2.4,0.8,0.1,1.9,0.9,0.3,1,0.9,0.9,1.3,0.1,1,0.8,48.9,0.1,2.3,0.1,7.05,2015_2016
Stephen Kingsley,XXX3,sct,26,"D(L),M(L)",178,67,4,356,-,1,-,-,0.3,76.4,0.8,-,1.3,0.3,0.5,0.3,5,1,1,1,0.5,1.5,0.8,-,-,0.3,27.5,1.8,1.5,-,7.03,2015_2016
Federico Fernández,XXX3,ar,31,D(C),190,83,32,2880,1,1,3,-,0.5,84.8,2.7,1,1.8,2.5,1,0.8,6.8,0.8,0.7,2,0.3,0.1,0.7,0.1,0.1,0.3,53,-,2.6,-,6.98,2015_2016
André Ayew,XXX3,gh,30,"M(CLR),FW",176,72,34,2940,12,2,5,-,2,81.7,1.3,3,1.6,0.7,1,-,0.4,1.2,0.1,-,0.7,0.8,2.3,0.3,2.1,1.5,31,0.1,0.7,0.1,6.98,2015_2016
Gylfi Sigurdsson,XXX3,is,31,"M(CLR),FW",186,79,32(4),2917,11,3,6,-,2.4,78.9,0.1,3,1.2,0.8,0.7,-,0.4,1.3,0.1,-,1.6,0.7,0.6,0.1,1.3,1.6,33.1,1.1,0.6,0.1,6.91,2015_2016
Jonjo Shelvey,XXX3,eng,28,M(C),184,80,14(2),1221,1,2,5,-,2.1,83.6,0.4,1,0.9,1.6,0.6,-,0.8,0.9,0.1,-,1.5,0.9,0.4,0.1,0.8,0.6,51.6,0.9,6.2,0.3,6.90,2015_2016
Angel Rangel,XXX3,es,37,D(R),188,84,20(3),1822,-,-,6,-,0.6,79.9,1.6,-,1.8,2.6,0.8,0.3,3.1,0.8,0.3,-,0.5,0.6,0.7,0.1,0.7,0.7,55.6,0.5,2.8,-,6.89,2015_2016
Kristoffer Nordfeldt,XXX3,se,31,GK,190,85,1,90,-,-,-,-,-,72,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,25,-,12,-,6.88,2015_2016
Lukasz Fabianski,XXX3,pl,35,GK,190,83,37,3330,-,1,1,-,-,58,0.4,2,-,-,-,-,1.1,-,-,-,0.1,-,0.2,-,-,0.1,27,-,7.3,-,6.87,2015_2016
Leroy Fer,XXX3,nl,30,M(CL),188,79,9(2),759,-,2,2,-,0.5,84.1,2,-,1.9,1.2,1.3,0.1,1.4,1.2,0.2,-,0.7,0.5,1.3,-,0.9,0.7,40.1,-,2.5,-,6.85,2015_2016
Kyle Naughton,XXX3,eng,31,"D(CLR),M(R)",180,73,19(8),1763,-,3,2,1,0.3,78.9,1.1,-,1.5,1.8,0.9,0.1,2.4,0.9,0.1,-,0.7,0.5,0.8,-,0.6,0.7,40,0.4,1.5,-,6.67,2015_2016
Jordi Amat,XXX3,es,28,"D(C),DMC",184,78,5(3),461,-,-,-,-,0.1,79.8,0.9,1,0.9,2,0.5,0.6,3.5,-,0.4,-,0.1,0.3,0.5,-,0.1,0.4,24.1,-,1.5,-,6.65,2015_2016
Kyle Bartley,XXX3,eng,29,D(C),185,70,3(2),284,-,-,2,-,0.4,78.7,2.2,-,1.8,1.2,0.8,0.8,5.8,0.2,1.4,-,0.2,0.2,0.8,-,-,0.8,25.4,-,1,-,6.65,2015_2016
Jefferson Montero,XXX3,ec,31,M(L),173,70,14(9),1360,-,2,-,-,0.9,75.9,0.5,1,0.9,0.4,0.5,-,0.1,0.8,-,-,1.1,1.8,1.7,0.2,1.2,1.5,15.9,0.9,0.2,-,6.63,2015_2016
Leon Britton,XXX3,eng,38,M(C),168,64,19(6),1528,-,-,4,-,0.2,88,0.4,-,1.6,2.5,0.6,-,0.7,1.1,0.2,-,0.2,0.6,0.7,-,1,1,40,-,0.6,-,6.58,2015_2016
Ki Sung-Yueng,XXX3,kr,31,DMC,189,75,21(7),1853,2,1,4,-,0.9,90.9,0.6,-,1.1,1,0.7,-,0.6,0.8,0.1,1,0.8,0.4,0.9,-,0.9,0.7,41.8,0.1,3.5,-,6.57,2015_2016
Neil Taylor,XXX3,wls,31,"D(L),M(L)",176,64,33(1),2947,-,1,4,-,0.3,78.2,0.8,-,1.2,1.9,1.1,0.2,2,0.7,0.3,-,0.5,0.4,0.8,-,0.6,0.4,37.8,0.5,2,-,6.57,2015_2016
Modou Barrow,XXX3,gm,28,"AM(LR),FW",176,63,6(16),782,1,2,-,-,0.5,79.1,0.1,-,0.8,0.4,0.1,-,0.2,0.5,-,-,0.6,1,1.1,0.1,1.2,0.5,9.4,0.3,0.3,-,6.46,2015_2016
